Clima,Fonte,Gs,Nome,Sottotipo,Terreno,Tipo
Qualsiasi,Bestiario 2,16,"Drago Primevo, Magma Molto Vecchio","Extraplanare, Fuoco","Montagne, Sotterranei (Piano del Fuoco)",Drago
Qualsiasi,Bestiario 2,16,"Drago Primevo, Nuvole Vecchio","Extraplanare, Aria",Cieli (Piano dell'Aria),Drago
Qualsiasi,Bestiario 2,16,"Drago Primevo, Salsedine Antico","Extraplanare, Acqua",Acquatici (Piano dell'Acqua),Drago
Qualsiasi,Bestiario 3,16,Ecorché,,Terreni,Non Morto
-,Bestiario 2,16,"Eone, Bythos","Eone, Extraplanare",Qualsiasi (Piani Esterni),Esterno
-,Bestiario 2,16,"Golem, Mithral",,Qualsiasi,Costrutto
Caldi,Bestiario 3,16,Grootslang,,"Fiumi, Laghi",Bestia Magica
-,Bestiario 4,16,Irriducibile della Guerra,,Qualsiasi,Non Morto
Freddi,Bestiario 3,16,"Linnorm, Fiordi",Acquatico,Zone Costiere Montuose,Drago
Qualsiasi,Bestiario 4,16,"Meccanico, Drago",Meccanico,Terreni,Costrutto
-,Bestiario 3,16,Melma di Plasma,,Qualsiasi,Melma
-,Bestiario 4,16,Morto Uncinato,,Qualsiasi,Non Morto
-,Bestiario 4,16,Oma,,"Giganti Gassose, Vuoto",Bestia Magica
-,Bestiario 2,16,"Ombra Notturna, Gigante Notturno","Extraplanare, Ombra Notturna",Qualsiasi (Piano dell'Energia Negativa),Non Morto
Qualsiasi,Bestiario 2,16,Scilla,Acquatico,Acque,Aberrazione
Qualsiasi,Bestiario 3,16,Serpente Vuoto,,Sotterranei,Non Morto
Qualsiasi,Bestiario 4,16,Zomok,Extraplanare,Foreste (Territori Primevi dei Folletti),Vegetale
-,Bestiario 2,17,"Azata, Brijidine","Azata, Buono, Caotico, Extraplanare, Fuoco, Terra",Qualsiasi (Elysium),Esterno
Qualsiasi,Bestiario 4,17,Bakekujira,Acquatico,Oceani,Non Morto
Qualsiasi,Bestiario 4,17,Bhole,,Sotterranei,Bestia Magica
Qualsiasi,Bestiario 3,17,Chiappabana,,Foreste,Bestia Magica
Qualsiasi,Bestiario 4,17,"Colosso, Ferro","Colosso, Mitico",Terreni,Costrutto
-,Bestiario 1,17,"Demone, Marilith","Caotico, Demone, Extraplanare, Malvagio",Qualsiasi (Abisso),Esterno
-,Avventure Mitiche,17,"Demone, Nalfeshnee Mitico","Caotico, Demone, Extraplanare, Malvagio, Mitico",Qualsiasi (Abisso),Esterno
Freddi,Bestiario 2,17,Drago Bianco Antico Vorace,Freddo,Montagne,Non Morto
Caldi,Avventure Mitiche,17,"Drago Cromatico, Blu Adulto Maturo Mitico",Terra,Deserti,Drago
Caldi,Bestiario 1,17,"Drago Cromatico, Blu Molto Vecchio",Terra,Deserti,Drago
Caldi,Bestiario 1,17,"Drago Cromatico, Nero Dragone",Acqua,Paludi,Drago
Caldi,Bestiario 1,17,"Drago Cromatico, Rosso Vecchio",Fuoco,Montagne,Drago
Temperati,Bestiario 1,17,"Drago Cromatico, Verde Antico",Aria,Foreste,Drago
Qualsiasi,Bestiario 4,17,"Drago Esterno, Lunare Molto Vecchio",,Vuoto,Drago
Qualsiasi,Bestiario 4,17,"Drago Esterno, Solare Molto Vecchio",Fuoco,Vuoto,Drago
Qualsiasi,Bestiario 4,17,"Drago Esterno, Vortice Vecchio",Fuoco,Vuoto,Drago
Qualsiasi,Bestiario 4,17,"Drago Esterno, Vuoto Molto Vecchio",,Vuoto,Drago
"Caldi, Temperati",Bestiario 3,17,"Drago Imperiale, Cielo Molto Vecchio",Aria,Montagne,Drago
Qualsiasi,Bestiario 3,17,"Drago Imperiale, Foresta Vecchio",Terra,Foreste,Drago
Qualsiasi,Bestiario 3,17,"Drago Imperiale, Mare Antico",Acqua,Acquatici,Drago
Qualsiasi,Bestiario 3,17,"Drago Imperiale, Sottosuolo Dragone",Fuoco,Sotterranei,Drago
Temperati,Bestiario 1,17,"Drago Metallico, Argento Vecchio",Freddo,Montagne,Drago
Temperati,Bestiario 1,17,"Drago Metallico, Bronzo Molto Vecchio",Acqua,Zone Costiere,Drago
Caldi,Bestiario 1,17,"Drago Metallico, Ottone Dragone",Fuoco,Deserti,Drago
Caldi,Bestiario 1,17,"Drago Metallico, Rame Antico",Terra,Colline,Drago
Qualsiasi,Bestiario 2,17,"Drago Primevo, Magma Antico","Extraplanare, Fuoco","Montagne, Sotterranei (Piano del Fuoco)",Drago
Qualsiasi,Bestiario 2,17,"Drago Primevo, Nuvole Molto Vecchio","Extraplanare, Aria",Cieli (Piano dell'Aria),Drago
-,Bestiario 2,17,"Drago Primevo, Ombre Vecchio",Extraplanare,Qualsiasi,Drago
Qualsiasi,Bestiario 2,17,"Drago Primevo, Salsedine Dragone","Extraplanare, Acqua",Acquatici (Piano dell'Acqua),Drago
Freddi,Bestiario 2,17,Gigante delle Rune,Gigante,Montagne,Umanoide
"Caldi, Temperati",Bestiario 4,17,"Formian, Regina",,"Sotterranei, Terreni",Umanoide Mostruoso
Qualsiasi,Bestiario 4,17,Icore Immortale,Extraplanare,"Rovine, Sotterranei",Melma
-,Bestiario 4,17,Irminsul,"Extraplanare, Mitico",Qualsiasi,Vegetale
-,Avventure Mitiche,17,Lich Mitico,"Mitico, Umano, Umanoide Potenziato",Qualsiasi,Non Morto
Freddi,Bestiario 1,17,"Linnorm, Ghiacci",,Montagne,Drago
-,Bestiario 2,17,"Protean, Keketar","Caotico, Extraplanare, Mutaforma, Protean",Qualsiasi (Limbo),Esterno
-,Bestiario 3,17,Shinigami,"Extraplanare, Legale",Qualsiasi,Esterno
-,Bestiario 2,17,Thrasfyr,Fuoco,Qualsiasi,Bestia Magica
Caldi,Bestiario 4,17,Tunche,,Foreste,Folletto
Freddi,Bestiario 2,17,Wendigo,"Freddo, Nativo",Qualsiasi,Esterno
Freddi,Bestiario 2,17,Wight Invernale,Freddo,Qualsiasi Terreno,Non Morto
Qualsiasi,Bestiario 3,18,"Behemoth, Tonante","Behemoth, Terra",Terreni,Bestia Magica
Qualsiasi,Bestiario 3,18,Chiappabana Confondente,,Foreste,Bestia Magica
-,Bestiario 2,18,"Daemon, Purrodaemon","Daemon, Extraplanare, Malvagio",Qualsiasi (Abaddon),Esterno
-,Bestiario 3,18,"Demodand, Irsuto","Caotico, Demodand, Extraplanare, Malvagio",Qualsiasi (Abisso),Esterno
-,Bestiario 4,18,"Diavolo, Nemesi","Diavolo, Extraplanare, Legale, Malvagio",Qualsiasi (Inferno),Esterno
Freddi,Bestiario 2,18,Drago Bianco Dragone Vorace,Freddo,Montagne,Non Morto
Freddi,Bestiario 1,18,"Drago Cromatico, Bianco Grande Dragone",Freddo,Montagne,Drago
Caldi,Bestiario 1,18,"Drago Cromatico, Blu Antico",Terra,Deserti,Drago
Caldi,Bestiario 1,18,"Drago Cromatico, Rosso Molto Vecchio",Fuoco,Montagne,Drago
Temperati,Bestiario 1,18,"Drago Cromatico, Verde Dragone",Aria,Foreste,Drago
Qualsiasi,Bestiario 4,18,"Drago Esterno, Lunare Antico",,Vuoto,Drago
Qualsiasi,Bestiario 4,18,"Drago Esterno, Solare Antico",Fuoco,Vuoto,Drago
Qualsiasi,Bestiario 4,18,"Drago Esterno, Tempo Vecchio",,Vuoto,Drago
Qualsiasi,Bestiario 4,18,"Drago Esterno, Vortice Molto Vecchio",Fuoco,Vuoto,Drago
Qualsiasi,Bestiario 4,18,"Drago Esterno, Vuoto Antico",,Vuoto,Drago
"Caldi, Temperati",Bestiario 3,18,"Drago Imperiale, Cielo Antico",Aria,Montagne,Drago
Qualsiasi,Bestiario 3,18,"Drago Imperiale, Foresta Molto Vecchio",Terra,Foreste,Drago
Qualsiasi,Bestiario 3,18,"Drago Imperiale, Mare Dragone",Acqua,Acquatici,Drago
Qualsiasi,Bestiario 3,18,"Drago Imperiale, Sovrano Vecchio",,Montagne,Drago
Temperati,Bestiario 1,18,"Drago Metallico, Argento Molto Vecchio",Freddo,Montagne,Drago
Temperati,Bestiario 1,18,"Drago Metallico, Bronzo Antico",Acqua,Zone Costiere,Drago
Caldi,Bestiario 1,18,"Drago Metallico, Oro Vecchio",Fuoco,Pianure,Drago
Caldi,Bestiario 1,18,"Drago Metallico, Rame Dragone",Terra,Colline,Drago
Caldi,Bestiario 2,18,Drago Nero Antico Vorace,Acqua,Paludi,Non Morto
Qualsiasi,Bestiario 2,18,"Drago Primevo, Cristallo Grande Dragone","Extraplanare, Terra",Sotterranei,Drago
Qualsiasi,Bestiario 2,18,"Drago Primevo, Magma Dragone","Extraplanare, Fuoco","Montagne, Sotterranei (Piano del Fuoco)",Drago
Qualsiasi,Bestiario 2,18,"Drago Primevo, Nuvole Antico","Extraplanare, Aria",Cieli (Piano dell'Aria),Drago
-,Bestiario 2,18,"Drago Primevo, Ombre Molto Vecchio",Extraplanare,Qualsiasi,Drago
Temperati,Bestiario 4,18,Erlking,,Foreste,Folletto
Caldi,Avventure Mitiche,18,Fenice Mitica,"Fuoco, Mitico","Colline, Deserti",Bestia Magica
Qualsiasi,Bestiario 1,18,Kraken,Acquatico,Oceani,Bestia Magica
-,Bestiario 4,18,Leviatano Astrale,Extraplanare,Qualsiasi (Piano Astrale),Esterno
Freddi,Bestiario 3,18,"Linnorm, Tumuli",,Colline,Drago
Freddi,Bestiario 3,18,Norna,,Montagne,Folletto
-,Bestiario 2,18,"Ombra Notturna, Verme Notturno","Extraplanare, Ombra Notturna",Qualsiasi (Piano dell'Energia Negativa),Non Morto
Qualsiasi,Bestiario 3,18,"Oni, Yai dell'Acqua","Acqua, Acquatico, Gigante, Mutaforma, Nativo, Oni",Acquatici,Esterno
-,Bestiario 2,18,"Qlippoth, Thulgant","Caotico, Extraplanare, Malvagio, Qlippoth",Qualsiasi (Abisso),Esterno
Caldi,Bestiario 3,18,Simurgh,,"Deserti, Montagne",Bestia Magica
Qualsiasi,Bestiario 4,18,Taniniver,,"Sotterranei, Terreni",Drago
-,Bestiario 3,18,"Thriae, Regina",,Qualsiasi,Umanoide Mostruoso
Freddi,Avventure Mitiche,18,Troll Jotund Mitico,"Gigante, Mitico","Colline, Montagne",Umanoide
-,Bestiario 2,19,"Arconte, Stella","Arconte, Buono, Extraplanare, Legale",Qualsiasi (Paradiso),Esterno
Qualsiasi,Bestiario 3,19,Chiappabana Fumante,,Foreste,Bestia Magica
Qualsiasi,Bestiario 3,19,Chiappabana Primitivo,Extraplanare,Foreste,Bestia Magica
Qualsiasi,Bestiario 4,19,"Colosso, Pietra","Colosso, Mitico",Terreni,Costrutto
-,Bestiario 2,19,"Demone, Vrolikai","Caotico, Demone, Extraplanare, Malvagio",Qualsiasi (Abisso),Esterno
-,Bestiario 2,19,"Diavolo, Immolatore","Diavolo, Extraplanare, Legale, Malvagio",Qualsiasi (Inferno),Esterno
Caldi,Bestiario 1,19,"Drago Cromatico, Blu Dragone",Terra,Deserti,Drago
Caldi,Bestiario 1,19,"Drago Cromatico, Nero Grande Dragone",Acqua,Paludi,Drago
Caldi,Bestiario 1,19,"Drago Cromatico, Rosso Antico",Fuoco,Montagne,Drago
Qualsiasi,Bestiario 4,19,"Drago Esterno, Lunare Dragone",,Vuoto,Drago
Qualsiasi,Bestiario 4,19,"Drago Esterno, Solare Dragone",Fuoco,Vuoto,Drago
Qualsiasi,Bestiario 4,19,"Drago Esterno, Tempo Molto Vecchio",,Vuoto,Drago
Qualsiasi,Bestiario 4,19,"Drago Esterno, Vortice Antico",Fuoco,Vuoto,Drago
Qualsiasi,Bestiario 4,19,"Drago Esterno, Vuoto Dragone",,Vuoto,Drago
"Caldi, Temperati",Bestiario 3,19,"Drago Imperiale, Cielo Dragone",Aria,Montagne,Drago
Qualsiasi,Bestiario 3,19,"Drago Imperiale, Foresta Antico",Terra,Foreste,Drago
Qualsiasi,Bestiario 3,19,"Drago Imperiale, Sottosuolo Grande Dragone",Fuoco,Sotterranei,Drago
Qualsiasi,Bestiario 3,19,"Drago Imperiale, Sovrano Molto Vecchio",,Montagne,Drago
Temperati,Bestiario 1,19,"Drago Metallico, Argento Antico",Freddo,Montagne,Drago
Temperati,Bestiario 1,19,"Drago Metallico, Bronzo Dragone",Acqua,Zone Costiere,Drago
Caldi,Bestiario 1,19,"Drago Metallico, Oro Molto Vecchio",Fuoco,Pianure,Drago
Caldi,Bestiario 1,19,"Drago Metallico, Ottone Grande Dragone",Fuoco,Deserti,Drago
Qualsiasi,Bestiario 2,19,"Drago Primevo, Nuvole Dragone","Extraplanare, Aria",Cieli (Piano dell'Aria),Drago
-,Bestiario 2,19,"Drago Primevo, Ombre Antico",Extraplanare,Qualsiasi,Drago
Qualsiasi,Bestiario 2,19,"Drago Primevo, Salsedine Grande Dragone","Extraplanare, Acqua",Acquatici (Piano dell'Acqua),Drago
Caldi,Bestiario 2,19,Drago Nero Dragone Vorace,Acqua,Paludi,Non Morto
Temperati,Bestiario 2,19,Drago Verde Antico Vorace,Aria,Foreste,Non Morto
-,Bestiario 2,19,"Golem, Adamantio",,Qualsiasi,Costrutto
Freddi,Bestiario 4,19,Grendel,Mitico,Paludi,Umanoide Mostruoso
Qualsiasi,Bestiario 3,19,Humbaba,,Foreste,Umanoide Mostruoso
Freddi,Bestiario 3,19,"Linnorm, Taiga",,Foreste,Drago
-,Bestiario 3,19,"Meccanico, Golia",Meccanico,Qualsiasi,Costrutto
Qualsiasi,Bestiario 2,19,Sard,,Foreste,Vegetale
Qualsiasi,Bestiario 3,19,Serpente Marino Abissale,Acquatico,Oceani,Bestia Magica
Freddi,Bestiario 1,19,Shoggoth,Acquatico,"Acque, Sotterranei",Melma
-,Bestiario 3,19,Tzitzimitl,,Qualsiasi,Non Morto
Qualsiasi,Bestiario 2,2,"Agathion, Draconal Bianco","Agathion, Buono, Extraplanare",Aria (Nirvana),Esterno
Qualsiasi,Bestiario 2,2,"Agathion, Draconal Giallo","Agathion, Buono, Extraplanare",Aria (Nirvana),Esterno
Qualsiasi,Bestiario 2,2,"Agathion, Draconal Nero","Agathion, Buono, Extraplanare",Aria (Nirvana),Esterno
Qualsiasi,Bestiario 2,2,"Agathion, Draconal Rosso","Agathion, Buono, Extraplanare",Aria (Nirvana),Esterno
Qualsiasi,Bestiario 2,2,"Agathion, Draconal Verde","Agathion, Buono, Extraplanare",Aria (Nirvana),Esterno
-,Bestiario 3,2,"Asura, Asurendra","Asura, Extraplanare, Legale, Malvagio",Qualsiasi (Inferno),Esterno
Qualsiasi,Bestiario 3,2,"Behemoth, Talassico","Acqua, Acquatico, Behemoth",Acque,Bestia Magica
Qualsiasi,Bestiario 3,2,Chiappabana Antimagia,,Foreste,Bestia Magica
Qualsiasi,Bestiario 2,2,Ciciarampa Minore,"Aria, Fuoco",Foreste,Drago
-,Bestiario 2,2,"Daemon, Oletrodaemon","Daemon, Extraplanare, Malvagio",Qualsiasi (Abaddon),Esterno
-,Bestiario 1,2,"Demone, Balor","Caotico, Demone, Extraplanare, Malvagio",Qualsiasi (Abisso),Esterno
-,Bestiario 1,2,"Diavolo, Fossa","Diavolo, Extraplanare, Legale, Malvagio",Qualsiasi (Inferno),Esterno
-,Bestiario 3,2,"Div, Akvan","Div, Extraplanare, Malvagio",Qualsiasi (Abaddon),Esterno
Freddi,Bestiario 2,2,Drago Bianco Grande Dragone Vorace,Freddo,Montagne,Non Morto
Caldi,Bestiario 2,2,Drago Blu Antico Vorace,Terra,Deserti,Non Morto
Caldi,Bestiario 1,2,"Drago Cromatico, Rosso Dragone",Fuoco,Montagne,Drago
Temperati,Bestiario 1,2,"Drago Cromatico, Verde Grande Dragone",Aria,Foreste,Drago
Temperati,Avventure Mitiche,2,"Drago Cromatico, Verde Molto Vecchio Mitico","Aria, Mitico",Foreste,Drago
Qualsiasi,Bestiario 4,2,"Drago Esterno, Tempo Antico",,Vuoto,Drago
Qualsiasi,Bestiario 4,2,"Drago Esterno, Vortice Dragone",Fuoco,Vuoto,Drago
Temperati,Bestiario 1,2,"Drago Metallico, Argento Dragone",Freddo,Montagne,Drago
Caldi,Bestiario 1,2,"Drago Metallico, Oro Antico",Fuoco,Pianure,Drago
Caldi,Bestiario 1,2,"Drago Metallico, Rame Grande Dragone",Terra,Colline,Drago
Qualsiasi,Bestiario 2,2,"Drago Primevo, Magma Grande Dragone","Extraplanare, Fuoco","Montagne, Sotterranei (Piano del Fuoco)",Drago
-,Bestiario 2,2,"Drago Primevo, Ombre Dragone",Extraplanare,Qualsiasi,Drago
Temperati,Bestiario 2,2,Drago Verde Dragone Vorace,Aria,Foreste,Non Morto
Qualsiasi,Bestiario 3,2,"Drago Imperiale, Foresta Dragone",Terra,Foreste,Drago
Qualsiasi,Bestiario 3,2,"Drago Imperiale, Mare Grande Dragone",Acqua,Acquatici,Drago
Qualsiasi,Bestiario 3,2,"Drago Imperiale, Sovrano Antico",,Montagne,Drago
-,Bestiario 2,2,"Eone, Pleroma","Eone, Extraplanare",Qualsiasi (Piani Esterni),Esterno
-,Bestiario 2,2,"Inevitabile, Lhaksharut","Extraplanare, Inevitabile, Legale",Qualsiasi,Esterno
-,Bestiario 3,2,"Kyton, Eremita","Extraplanare, Kyton, Legale, Malvagio",Qualsiasi (Piano delle Ombre),Esterno
-,Bestiario 3,2,"Kami, Jinushigami","Kami, Nativo, Terra",Qualsiasi,Esterno
Freddi,Bestiario 1,2,"Linnorm, Laghi",Acquatico,Paludi,Drago
-,Bestiario 2,2,"Ombra Notturna, Onda Notturna","Acquatico, Extraplanare, Ombra Notturna",Qualsiasi (Piano dell'Energia Negativa),Non Morto
"Freddi, Temperati",Bestiario 3,2,"Oni, Yai del Vuoto","Gigante, Mutaforma, Nativo, Oni",Montagne,Esterno
-,Bestiario 4,2,Progenie Stellare di Cthulhu,,Qualsiasi,Aberrazione
-,Bestiario 4,2,"Psicopompo, Yamaraj","Extraplanare, Psicopompo",Qualsiasi (Purgatorio),Esterno
-,Bestiario 2,2,"Qlippoth, Iathavos","Caotico, Extraplanare, Malvagio, Qlippoth",Qualsiasi (Abisso),Esterno
-,Bestiario 3,2,"Rakshasa, Maragià","Mutaforma, Nativo, Rakshasa",Qualsiasi,Esterno
-,Avventure Mitiche,21,"Demone, Marilith Mitica","Caotico, Demone, Extraplanare, Malvagio, Mitico",Qualsiasi (Abisso),Esterno
Caldi,Bestiario 2,21,Drago Blu Dragone Vorace,Terra,Deserti,Non Morto
Caldi,Bestiario 1,21,"Drago Cromatico, Blu Grande Dragone",Terra,Deserti,Drago
Qualsiasi,Bestiario 4,21,"Drago Esterno, Lunare Grande Dragone",,Vuoto,Drago
Qualsiasi,Bestiario 4,21,"Drago Esterno, Solare Grande Dragone",Fuoco,Vuoto,Drago
Qualsiasi,Bestiario 4,21,"Drago Esterno, Tempo Dragone",,Vuoto,Drago
Qualsiasi,Bestiario 4,21,"Drago Esterno, Vuoto Grande Dragone",,Vuoto,Drago
Temperati,Bestiario 1,21,"Drago Metallico, Bronzo Grande Dragone",Acqua,Zone Costiere,Drago
Caldi,Bestiario 1,21,"Drago Metallico, Oro Dragone",Fuoco,Pianure,Drago
"Caldi, Temperati",Bestiario 3,21,"Drago Imperiale, Cielo Grande Dragone",Aria,Montagne,Drago
-,Bestiario 2,21,Drago delle Ombre Antico Vorace,Extraplanare,Qualsiasi,Non Morto
Caldi,Bestiario 2,21,Drago Nero Grande Dragone Vorace,Acqua,Paludi,Non Morto
Qualsiasi,Bestiario 2,21,"Drago Primevo, Nuvole Grande Dragone","Extraplanare, Aria",Cieli (Piano dell'Aria),Drago
Caldi,Bestiario 2,21,Drago Rosso Antico Vorace,Fuoco,Montagne,Non Morto
Qualsiasi,Bestiario 3,21,"Drago Imperiale, Sovrano Dragone",,Montagne,Drago
Qualsiasi,Bestiario 4,21,Julunggali,"Acquatico, Extraplanare, Mitico, Mutaforma","Acque, Terreni",Bestia Magica
Freddi,Bestiario 3,21,"Linnorm, Pinnacoli",,Montagne Vulcaniche,Drago
-,Bestiario 2,21,Spora Mu,,Qualsiasi,Vegetale
-,Bestiario 2,21,Titano Eliseo,"Buono, Caotico, Extraplanare",Qualsiasi (Elysium),Esterno
Qualsiasi,Bestiario 3,22,"Behemoth, Tempestoso","Aria, Behemoth",Aria,Bestia Magica
Caldi,Bestiario 1,22,"Drago Cromatico, Rosso Grande Dragone",Fuoco,Montagne,Drago
-,Bestiario 2,22,Drago delle Ombre Dragone Vorace,Extraplanare,Qualsiasi,Non Morto
Qualsiasi,Bestiario 4,22,"Drago Esterno, Vortice Grande Dragone",Fuoco,Vuoto,Drago
Temperati,Bestiario 1,22,"Drago Metallico, Argento Grande Dragone",Freddo,Montagne,Drago
-,Bestiario 2,22,"Drago Primevo, Ombre Grande Dragone",Extraplanare,Qualsiasi,Drago
Caldi,Bestiario 2,22,Drago Rosso Dragone Vorace,Fuoco,Montagne,Non Morto
Temperati,Bestiario 2,22,Drago Verde Grande Dragone Vorace,Aria,Foreste,Non Morto
Qualsiasi,Bestiario 3,22,"Drago Imperiale, Foresta Grande Dragone",Terra,Foreste,Drago
-,Bestiario 3,22,"Kyton, Eremita Sovrano","Extraplanare, Kyton, Legale, Malvagio",Qualsiasi (Piano delle Ombre),Esterno
-,Bestiario 2,22,Titano Eliseo Profeta,"Buono, Caotico, Extraplanare",Qualsiasi (Elisio),Esterno
-,Bestiario 4,22,Titano Fomoriano,"Caotico, Extraplanare, Malvagio, Mitico",Qualsiasi (Abisso),Esterno
-,Bestiario 2,22,Titano Tanatotico,"Caotico, Extraplanare, Malvagio",Qualsiasi (Abisso),Esterno
-,Bestiario 1,23,"Angelo, Solar","Angelo, Buono, Extraplanare",Qualsiasi Piano di Allineamento Buono,Esterno
Qualsiasi,Bestiario 2,23,Ciciarampa,"Aria, Fuoco",Foreste,Drago
Caldi,Bestiario 2,23,Drago Blu Grande Dragone Vorace,Terra,Deserti,Non Morto
Qualsiasi,Bestiario 4,23,"Drago Esterno, Tempo Grande Dragone",,Vuoto,Drago
Caldi,Bestiario 1,23,"Drago Metallico, Oro Grande Dragone",Fuoco,Pianure,Drago
Qualsiasi,Bestiario 3,23,"Drago Imperiale, Sovrano Grande Dragone",,Montagne,Drago
-,Bestiario 4,23,Elohim,"Extraplanare, Mitico",Qualsiasi (Extraplanare),Esterno
-,Bestiario 2,24,Drago delle Ombre Grande Dragone Vorace,Extraplanare,Qualsiasi,Non Morto
-,Bestiario 4,24,Drago Guardiano,"Acquatico, Mitico",Qualsiasi,Drago
Caldi,Bestiario 2,24,Drago Rosso Grande Dragone Vorace,Fuoco,Montagne,Non Morto
-,Bestiario 3,24,"Titano, Ecatonchiro","Caotico, Extraplanare, Malvagio",Qualsiasi,Esterno
-,Bestiario 1,25,"Demone, Signore dei Balor","Caotico, Demone, Extraplanare, Malvagio",Qualsiasi (Abisso),Esterno
-,Bestiario 1,25,"Diavolo, Duca Infernale","Legale, Diavolo, Extraplanare, Malvagio",Qualsiasi,Esterno
Caldi,Avventure Mitiche,25,"Drago Cromatico, Rosso Grande Dragone Mitico","Fuoco, Mitico",Montagne,Drago
-,Bestiario 4,25,Drakainia,Mitico,Qualsiasi,Aberrazione
-,Bestiario 1,25,Tarrasque,,Qualsiasi,Bestia Magica
Caldi,Bestiario 4,26,"Kaiju, Bezravnis","Kaiju, Terra",Deserti,Bestia Magica
Qualsiasi,Bestiario 4,26,"Signore Empireo, Korada","Agathion, Extraplanare","Foreste, Montagne (Nirvana)",Esterno
Freddi,Bestiario 4,26,"Signore dei Demoni, Kostchtchie","Caotico, Demone, Extraplanare, Freddo, Malvagio",Qualsiasi (Abisso),Esterno
Qualsiasi,Bestiario 4,27,"Grande Antico, Bokrug","Acquatico, Caotico, Extraplanare, Grande Antico",Acqua,Bestia Magica
Caldi,Bestiario 4,27,"Kaiju, Agyra","Aria, Kaiju",Montagne,Bestia Magica
-,Bestiario 4,27,"Signore dei Demoni, Xoveron","Caotico, Demone, Extraplanare, Malvagio","Qualsiasi (Abisso, Ghahazi)",Esterno
Caldi,Bestiario 4,28,"Kaiju, Mogaru","Acqua, Kaiju","Acque, Foreste",Bestia Magica
Qualsiasi,Bestiario 4,28,"Signore dei Demoni, Dagon","Acqua, Caotico, Demone, Extraplanare, Malvagio",Oceani (Abisso),Esterno
-,Bestiario 4,28,"Signore dei Demoni, Shax","Caotico, Demone, Extraplanare, Malvagio",Qualsiasi (Abisso),Esterno
-,Bestiario 4,28,"Signore dei Demoni, Sifkesh","Caotico, Demone, Extraplanare, Malvagio",Qualsiasi (Abisso),Esterno
-,Bestiario 4,28,"Signore Empireo, Vildeis","Angelo, Buono, Extraplanare, Legale",Qualsiasi (Paradiso),Esterno
-,Bestiario 4,29,"Grande Antico, Hastur","Caotico, Grande Antico, Malvagio",Qualsiasi,Aberrazione
-,Bestiario 4,3,"Grande Antico, Cthulhu","Caotico, Grande Antico, Malvagio",Qualsiasi (R'lyeh),Aberrazione
-,Bestiario 4,3,"Signore dei Demoni, Pazuzu","Aria, Caotico, Demone, Extraplanare, Malvagio",Qualsiasi (Abisso),Esterno
Qualsiasi,Bestiario 4,3,"Signore Empireo, Cernunnos","Azata, Buono, Caotico, Extraplanare","Foreste, Pianure (Elysium)",Esterno
